Category,Weighted_Pct
Midwest: 11yrs- ,0.648991615681
Midwest: 12yrs,0.727282400511
Midwest: 12yrs+,0.801235943673
Midwest: 16yrs+,0.798195790177
Northeast: 11yrs- ,0.626865671642
Northeast: 12yrs,0.691527507428
Northeast: 12yrs+,0.54856988667
Northeast: 16yrs+,0.66342126118
South: 11yrs- ,0.587705840237
South: 12yrs,0.712382772833
South: 12yrs+,0.726768010575
South: 16yrs+,0.709327392929
West: 11yrs- ,0.710843373494
West: 12yrs,0.697712418301
West: 12yrs+,0.69280275562
West: 16yrs+,0.654044427781
