Category,Weighted_Pct
Midwest: 11yrs- ,0.0635062611807
Midwest: 12yrs,0.0611231101512
Midwest: 12yrs+,0.0576436024719
Midwest: 16yrs+,0.00804828973843
Northeast: 11yrs- ,0.0
Northeast: 12yrs,0.0347300481508
Northeast: 12yrs+,0.0847274689692
Northeast: 16yrs+,0.0930601154761
South: 11yrs- ,0.104302610114
South: 12yrs,0.0439547349613
South: 12yrs+,0.0350761954808
South: 16yrs+,0.0561037496476
West: 11yrs- ,0.219544846051
West: 12yrs,0.0814423375816
West: 12yrs+,0.0185823060189
West: 16yrs+,0.0427782458111
